Total events in boot2.csv -  6444
Total events in boot4.csv -  10173
creating dictionary based on boot2.csv ... 
['10:57:39.9263439 PM', 'svchost.exe', '944', 'RegOpenKey', 'HKLM\\SOFTWARE\\Microsoft\\Ole\\ChannelHook', 'NAME NOT FOUND', 'Desired Access: Query Value']
['10:57:40.2637689 PM', 'services.exe', '688', 'RegCreateKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses', 'SUCCESS', 'Desired Access: All Access']
['10:57:40.2638309 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Desired Access: All Access']
['10:57:40.2638862 PM', 'services.exe', '688', 'RegCloseKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses', 'SUCCESS', '']
['10:57:40.2639060 PM', 'services.exe', '688', 'RegQueryValue', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\Default', 'NAME NOT FOUND', 'Length: 44']
['10:57:40.2639231 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Index: 0, Name: ##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}']
['10:57:40.2639622 PM', 'services.exe', '688', 'ReadFile', 'C:\\WINDOWS\\system32\\config\\system', 'SUCCESS', 'Offset: 3,731,456, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O']
['10:57:40.3090495 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Desired Access: Read']
['10:57:40.3091048 PM', 'services.exe', '688', 'RegQueryValue', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\DeviceInstance', 'SUCCESS', 'Type: REG_SZ, Length: 80, Data: FDC\\GENERIC_FLOPPY_DRIVE\\6&1435b2e2&0&0']
['10:57:40.3091319 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Index: 0, Name: #']
['10:57:40.3091610 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#', 'SUCCESS', 'Desired Access: Read']
['10:57:40.3091995 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#\\Control', 'SUCCESS', 'Desired Access: Read']
['10:57:40.3092397 PM', 'services.exe', '688', 'RegQueryValue', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#\\Control\\Linked', 'SUCCESS', 'Type: REG_DWORD, Length: 4, Data: 1']
['10:57:40.3092694 PM', 'services.exe', '688', 'RegCloseKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#\\Control', 'SUCCESS', '']
['10:57:40.3092951 PM', 'services.exe', '688', 'RegQueryValue', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#\\SymbolicLink', 'SUCCESS', 'Type: REG_SZ, Length: 166, Data: \\\\?\\FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}']
['10:57:40.3093772 PM', 'services.exe', '688', 'RegCloseKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#', 'SUCCESS', '']
['10:57:40.3094004 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Index: 1, Name: Control']
['10:57:40.3094208 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\Control', 'SUCCESS', 'Desired Access: Read']
['10:57:40.3094657 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\Control\\Control', 'NAME NOT FOUND', 'Desired Access: Read']
['10:57:40.3094956 PM', 'services.exe', '688', 'RegCloseKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\Control', 'SUCCESS', '']
['10:57:40.3095205 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'NO MORE ENTRIES', 'Index: 2, Length: 512']
['10:57:40.3095476 PM', 'services.exe', '688', 'RegCloseKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#FDC#GENERIC_FLOPPY_DRIVE#6&1435b2e2&0&0#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', '']
['10:57:40.3095658 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Index: 1, Name: ##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}']
['10:57:40.3095853 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Desired Access: Read']
['10:57:40.3096362 PM', 'services.exe', '688', 'RegQueryValue', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\DeviceInstance', 'SUCCESS', 'Type: REG_SZ, Length: 198, Data: IDE\\CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____\\3031303030303030303030303030303030303130']
