Total events in boot2.csv -  6444
Total events in boot4.csv -  10173
creating dictionary based on boot2.csv ... 
['10:57:39.9263439 PM', 'svchost.exe', '944', 'RegOpenKey', 'HKLM\\SOFTWARE\\Microsoft\\Ole\\ChannelHook', 'NAME NOT FOUND', 'Desired Access: Query Value']
['10:57:40.3096582 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Index: 0, Name: #']
['10:57:40.3096786 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#', 'SUCCESS', 'Desired Access: Read']
['10:57:40.3097186 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#\\Control', 'SUCCESS', 'Desired Access: Read']
['10:57:40.3097571 PM', 'services.exe', '688', 'RegQueryValue', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#\\Control\\Linked', 'SUCCESS', 'Type: REG_DWORD, Length: 4, Data: 1']
['10:57:40.3097867 PM', 'services.exe', '688', 'RegCloseKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#\\Control', 'SUCCESS', '']
['10:57:40.3098175 PM', 'services.exe', '688', 'RegQueryValue', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#\\SymbolicLink', 'SUCCESS', 'Type: REG_SZ, Length: 284, Data: \\\\?\\IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}']
['10:57:40.3098490 PM', 'services.exe', '688', 'RegCloseKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#', 'SUCCESS', '']
['10:57:40.3098711 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Index: 1, Name: Control']
['10:57:40.3098918 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\Control', 'SUCCESS', 'Desired Access: Read']
['10:57:40.3099303 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\Control\\Control', 'NAME NOT FOUND', 'Desired Access: Read']
['10:57:40.3099773 PM', 'services.exe', '688', 'RegCloseKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\Control', 'SUCCESS', '']
['10:57:40.3100091 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'NO MORE ENTRIES', 'Index: 2, Length: 512']
['10:57:40.3100368 PM', 'services.exe', '688', 'RegCloseKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#IDE#CdRomNECVMWar_VMware_IDE_CDR10_______________1.00____#3031303030303030303030303030303030303130#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', '']
['10:57:40.3100552 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Index: 2, Name: ##?#STORAGE#RemovableMedia#9&242f9386&0&RM#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}']
['10:57:40.3100736 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#RemovableMedia#9&242f9386&0&RM#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Desired Access: Read']
['10:57:40.3101172 PM', 'services.exe', '688', 'RegQueryValue', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#RemovableMedia#9&242f9386&0&RM#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\DeviceInstance', 'SUCCESS', 'Type: REG_SZ, Length: 78, Data: STORAGE\\RemovableMedia\\9&242f9386&0&RM']
['10:57:40.3101382 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#RemovableMedia#9&242f9386&0&RM#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Index: 0, Name: #']
['10:57:40.3101580 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#RemovableMedia#9&242f9386&0&RM#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#', 'SUCCESS', 'Desired Access: Read']
['10:57:40.3101960 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#RemovableMedia#9&242f9386&0&RM#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#\\Control', 'NAME NOT FOUND', 'Desired Access: Read']
['10:57:40.3102307 PM', 'services.exe', '688', 'RegCloseKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#RemovableMedia#9&242f9386&0&RM#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#', 'SUCCESS', '']
['10:57:40.3102544 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#RemovableMedia#9&242f9386&0&RM#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'NO MORE ENTRIES', 'Index: 1, Length: 512']
['10:57:40.3102818 PM', 'services.exe', '688', 'RegCloseKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#RemovableMedia#9&242f9386&0&RM#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', '']
['10:57:40.3102999 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Index: 3, Name: ##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}']
['10:57:40.3103195 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Desired Access: Read']
['10:57:40.3103645 PM', 'services.exe', '688', 'RegQueryValue', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\DeviceInstance', 'SUCCESS', 'Type: REG_SZ, Length: 142, Data: STORAGE\\Volume\\1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600']
['10:57:40.3104044 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Index: 0, Name: #']
['10:57:40.3104310 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#', 'SUCCESS', 'Desired Access: Read']
['10:57:40.3104684 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#\\Control', 'SUCCESS', 'Desired Access: Read']
['10:57:40.3105106 PM', 'services.exe', '688', 'RegQueryValue', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#\\Control\\Linked', 'SUCCESS', 'Type: REG_DWORD, Length: 4, Data: 1']
['10:57:40.3105391 PM', 'services.exe', '688', 'RegCloseKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#\\Control', 'SUCCESS', '']
['10:57:40.3105637 PM', 'services.exe', '688', 'RegQueryValue', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#\\SymbolicLink', 'SUCCESS', 'Type: REG_SZ, Length: 228, Data: \\\\?\\STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}']
['10:57:40.3105941 PM', 'services.exe', '688', 'RegCloseKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#', 'SUCCESS', '']
['10:57:40.3106212 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Index: 1, Name: Control']
['10:57:40.3106422 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\Control', 'SUCCESS', 'Desired Access: Read']
['10:57:40.3106807 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\Control\\Control', 'NAME NOT FOUND', 'Desired Access: Read']
['10:57:40.3107098 PM', 'services.exe', '688', 'RegCloseKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\Control', 'SUCCESS', '']
['10:57:40.3107338 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'NO MORE ENTRIES', 'Index: 2, Length: 512']
['10:57:40.3107609 PM', 'services.exe', '688', 'RegCloseKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#Volume#1&30a96598&0&Signature2A7E2A7DOffset7E00Length2BF09B600#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', '']
['10:57:40.3107790 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Index: 4, Name: ##?#STORAGE#VOLUME#1&30A96598&0&SIGNATURE2FCBB6A6OFFSET200LENGTHC804E00#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}']
['10:57:40.3107972 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#VOLUME#1&30A96598&0&SIGNATURE2FCBB6A6OFFSET200LENGTHC804E00#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Desired Access: Read']
['10:57:40.3108458 PM', 'services.exe', '688', 'RegQueryValue', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#VOLUME#1&30A96598&0&SIGNATURE2FCBB6A6OFFSET200LENGTHC804E00#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\DeviceInstance', 'SUCCESS', 'Type: REG_SZ, Length: 136, Data: STORAGE\\VOLUME\\1&30A96598&0&SIGNATURE2FCBB6A6OFFSET200LENGTHC804E00']
['10:57:40.3108670 PM', 'services.exe', '688', 'RegEnumKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#VOLUME#1&30A96598&0&SIGNATURE2FCBB6A6OFFSET200LENGTHC804E00#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}', 'SUCCESS', 'Index: 0, Name: #']
['10:57:40.3108872 PM', 'services.exe', '688', 'RegOpenKey', 'HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\##?#STORAGE#VOLUME#1&30A96598&0&SIGNATURE2FCBB6A6OFFSET200LENGTHC804E00#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\\#', 'SUCCESS', 'Desired Access: Read']
